,title,city,venue,price,genre,link,description
1668,From Bengal With Love I The Salt House | Durga Puja 2022,howrah,"The Salt House, Kolkata",1275 onwards,DURGA PUJA,https://insider.in/from-bengal-with-love-i-the-salt-house-durga-puja-2022/event,des
1669,Puja Celebrations at Phoenix I Sashti I The Astor I Kolkata | Durga Puja 2022,howrah,"The Astor, Kolkata",1800 onwards,DURGA PUJA,https://insider.in/puja-celebrations-at-phoenix-i-the-astor-i-kolkata-durga-puja-2022/event,des
1670,Charu Suri Trio Live at Skinny Mo's Jazz Club,howrah,"Skinny Mo's Jazz Club, Kolkata",499 onwards,MUSIC,https://insider.in/charu-suri-trio-live-at-skinny-mos-jazz-club-oct1-2022/event,des
1671,Shashti Remix Night ft. Dj Jitesh,howrah,"Hard Rock Cafe Kolkata, Kolkata",1500,MUSIC,https://insider.in/shashti-remix-night-ft-dj-jitesh-oct1-2022/event,des
1672,DJ ZUBY | BOTANIK,howrah,"Botanik, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-zuby-botanik-oct1-2022/event,des
1673,DJ AMIT SAXENA | MAKATI,howrah,"Makati Kolkata, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-amit-saxena-makati-oct1-2022/event,des
1674,Vedaham Travels Puja Parikrama 2022 | Durga Puja 2022,howrah,"Chandannagar Police Station, Kolkata",3200,DURGA PUJA,https://insider.in/vedaham-travels-puja-parikrama-2022-durga-puja-2022/event,des
1675,Gram Banglar Puja Parikrama-Kalna | Durga Puja 2022,howrah,"Pantaloons Garia Bazaar, Kolkata",3100,DURGA PUJA,https://insider.in/gram-banglar-puja-parikramakalna-durga-puja-2022/event,des
1676,The Globetrotter's Footprints I Bonedi Bari Puja Parikrama ( Kolkata) | D...,howrah,"Multiple Locations, Kolkata",1899,DURGA PUJA,https://insider.in/tgf-bonedi-bari-puja-parikrama-kolkata-durga-puja-2022/event,des
1677,Durga Puja Special Buffet I The Conclave I Kolkata | Durga Puja 2022,howrah,"Conclave at Afraa, Kolkata",1574,DURGA PUJA,https://insider.in/durga-puja-special-buffet-i-the-conclave-i-kolkata-durga-puja-2022/event,des
1678,Mahabhoj Marvels I Mahabhoj Cultural Fest I JW Marriott I Kolkata | Durga ...,howrah,"JW Marriott Hotel, Kolkata",3421,DURGA PUJA,https://insider.in/mahabhoj-marvels-i-mahabhoj-cultural-fest-i-jw-marriott-i-kolkata-durga-puja-2022/event,des
1679,Durga Puja Mahabhoj I Regency 1 I Kenilworth Hotel I Kolkata | Durga Puj...,howrah,"Kenilworth Hotel Kolkata, Kolkata",699 onwards,DURGA PUJA,https://insider.in/durga-puja-mahabhoj-i-regency-1-i-kenilworth-hotel-i-kolkata-durga-puja-2022/event,des
1680,Sunday Autumn Brunch at Capella I Kolkata,howrah,"Capella (Altair Boutique Hotel), Kolkata",999 onwards,BRUNCH,https://insider.in/sunday-autumn-brunch-at-capella-i-kolkata-aug28-2022/event,des
1681,Sharodiyar Maha Bhoj I Capella I Altair | Durga Puja 2022,howrah,"Ambuja Neotia EcoCentre, Kolkata",1399 onwards,DURGA PUJA,https://insider.in/sharodiyar-maha-bhoj-i-capella-i-altair-durga-puja-2022/event,des
1682,Puja Celebrations at Phoenix I Saptami I The Astor I Kolkata | Durga Puja ...,howrah,"The Astor, Kolkata",1500 onwards,DURGA PUJA,https://insider.in/puja-celebrations-at-phoenix-i-saptami-i-the-astor-i-kolkata-durga-puja-2022/event,des
1683,Saptami Remix Night ft. DJ Jitesh,howrah,"Hard Rock Cafe Kolkata, Kolkata",1500,MUSIC,https://insider.in/saptami-remix-night-ft-dj-jitesh-oct2-2022/event,des
1684,DJ ESHA | BOTANIK,howrah,"Botanik, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-esha-botanik-oct2-2022/event,des
1685,BOLLYWOOD FT. DIPPY BINDRA | MAKATI,howrah,"Makati Kolkata, Kolkata",1000 onwards,MUSIC,https://insider.in/bollywood-ft-dippy-bindra-makati-oct2-2022/event,des
1686,BelurMath & Sabeki Puja Parikrama | Durga Puja 2022,howrah,"Multiple Locations, Kolkata",2650,DURGA PUJA,https://insider.in/belurmath-sabeki-puja-parikrama-durga-puja-2022/event,des
1687,Puja Celebrations at Phoenix I Ashtami I The Astor I Kolkata | Durga Puja ...,howrah,"The Astor, Kolkata",1500 onwards,DURGA PUJA,https://insider.in/puja-celebrations-at-phoenix-i-ashtami-i-the-astor-i-kolkata-durga-puja-2022/event,des
1688,The Great Puja Weekender I The Lalit Great Eastern I Kolkata | Navratri 2022,howrah,"The LaLiT Great Eastern Kolkata, Kolkata",799 onwards,NAVRATRI,https://insider.in/the-great-puja-weekender-i-the-lalit-great-eastern-i-kolkata-navratri-2022/event,des
1689,Ashtami Bollywood Night ft. DJ Enzed,howrah,"Hard Rock Cafe Kolkata, Kolkata",1500,MUSIC,https://insider.in/ashtami-bollywood-night-ft-dj-enzed-oct3-2022/event,des
1690,DJ AKIRAA | BOTANIK,howrah,"Botanik, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-akiraa-botanik-oct3-2022/event,des
1691,DJ ASEN | CLUB WAFIRA KOLKATA,howrah,"Wafira, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-asen-club-wafira-kolkata-oct3-2022/event,des
1692,DJ RITZZZE | MAKATI,howrah,"Makati Kolkata, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-ritzzze-makati-oct3-2022/event,des
1693,Navami Bollywood Night ft. DJ Priyanka,howrah,"Hard Rock Cafe Kolkata, Kolkata",1500,MUSIC,https://insider.in/navami-bollywood-night-ft-dj-priyanka-oct4-2022/event,des
1694,DJ ROHEN | BOTANIK,howrah,"Botanik, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-rohen-botanik-oct4-2022/event,des
1695,DJ RAVISH | MAKATI,howrah,"Makati Kolkata, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-ravish-makati-oct4-2022/event,des
1696,BISARJAN - EPAR BANGLA OPAR BANGLA | Durga Puja 2022,howrah,"Multiple Locations, Kolkata",3199 onwards,DURGA PUJA,https://insider.in/bisarjan-epar-bangla-opar-bangla-durga-puja-2022/event,des
1697,Bisarjan Epar Bangla Opar Bangla | Durga Puja 2022,howrah,"Multiple Locations, Kolkata",2950,DURGA PUJA,https://insider.in/bisarjan-epar-bangla-opar-bangla-oct5-2022/event,des
1698,Puja Celebrations at Phoenix I Dashmi I The Astor I Kolkata | Durga Puja 2022,howrah,"The Astor, Kolkata",1500 onwards,DURGA PUJA,https://insider.in/puja-celebrations-at-phoenix-i-dashmi-i-the-astor-i-kolkata-durga-puja-2022/event,des
1699,Dashmi Remix Night Ft Dj Jitesh,howrah,"Hard Rock Cafe Kolkata, Kolkata",1500,MUSIC,https://insider.in/dashmi-remix-night-ft-dj-jitesh-oct5-2022/event,des
1700,DJ RIHYA | BOTANIK,howrah,"Botanik, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-rihya-botanik-oct5-2022/event,des
1701,DASHAMI SPECIAL FT. SIDD YASH & ANKIT | MAKATI,howrah,"Makati Kolkata, Kolkata",1000 onwards,MUSIC,https://insider.in/dashami-special-ft-sidd-yash-ankit-makati-oct5-2022/event,des
1702,DASHAMI SPECIAL FT. DJ SUPRIYO & SHANKEY | CLUB WAFIRA,howrah,"Wafira, Kolkata",1000 onwards,MUSIC,https://insider.in/dashami-special-ft-dj-supriyo-shankey-club-wafira-oct5-2022/event,des
1703,Rui Katla ft. Vivek and Sandipan,howrah,"Mrs. Wilson's Cafe, Kolkata",199 onwards,COMEDY,https://insider.in/sandipan-mukherjee-oct7-2022/event,des
1704,Punchliners Comedy Show ft Parvinder Singh in Kolkata,howrah,"Hard Rock Cafe Kolkata, Kolkata",399,COMEDY,https://insider.in/punchliners-comedy-show-ft-parvinder-singh-in-kolkata-oct12-2022/event,des
1705,Mere Gaon Aoge - Rahgir -Kolkata,howrah,"Venue to be announced, Kolkata",399 onwards,MUSIC,https://insider.in/mere-gaon-aoge-rahgir-kolkata-oct14-2022/event,des
1706,DAMAGE 2022 Stand-up Comedy show,howrah,"sparsh studio for performing arts, Kolkata",150 onwards,COMEDY,https://insider.in/damage-2022-standup-comedy-show--jul30-2022/event,des
1707,Punchliners Comedy Show ft Azeem Banatwalla in Kolkata,howrah,"Hard Rock Cafe Kolkata, Kolkata",399,COMEDY,https://insider.in/punchliners-comedy-show-ft-azeem-banatwalla-in-kolkata-oct19-2022/event,des
1708,Subir Adhikari Live In Digital Concert(Tabla Solo),howrah,"Venue to be announced, Kolkata",200 onwards,ART,https://insider.in/subir-adhikari-live-in-digital-concerttabla-solo-sep4-2022/event,des
1709,New Year Party 2022,howrah,"Damodar Riverview Cottage, Howrah",5800 onwards,LIVE EVENT,https://insider.in/new-year-party-2022-dec31-2022/event,des
1710,Ritviz – ‘Mimmi’ Album Launch Tour,igatpuri,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
1711,DGTL | Mumbai,igatpuri,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
1712,DGTL | New Delhi,igatpuri,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
1713,SACRED SPIRIT FESTIVAL,igatpuri,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
1714,"Kayaking on lake at Ananta Ecostays,Igatpuri",igatpuri,"Ananta Ecostays - Adventure /Nature Beyond Limits!, Igatpuri",3600,ADVENTURE,https://insider.in/kayaking-on-lake-at-ananta-ecostaysigatpuri-2021/event,des
1715,Igatpuri Secret Camping and Water Sports - Treks & Trails,igatpuri,"Igatpuri Secret Camping and Water Sports, Igatpuri",699 onwards,CAMPING,https://insider.in/igatpuri-secret-camping-and-water-sports-treks-trails-jul9-2022/event,des
1716,Ritviz – ‘Mimmi’ Album Launch Tour,indore,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
1717,DGTL | Mumbai,indore,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
1718,DGTL | New Delhi,indore,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
1719,SACRED SPIRIT FESTIVAL,indore,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
1720,Live it Up ft. Sickflip by Steppinout,indore,"Indore Marriott Hotel, Indore",Free,MUSIC,https://insider.in/live-it-up-ft-sickflip-by-steppinout-oct1-2022/event,des
1721,charbhuja na garba | Navratri 2022,indore,"Indore Marriott Hotel, Indore",499,NAVRATRI,https://insider.in/charbhuja-na-garba-navratri-2022/event,des
1722,BOUNCE BACK EVENT WITH DR.VIVEK BINDRA IN INDORE,indore,"Abhay Prashal Sports Club, Indore",Free,CONFERENCE,https://insider.in/bounce-back-event-with-drvivek-bindra-in-indore-nov13-2022/event,des
1723,Dropping Centre in Indore,indore,"Venue to be announced, Indore",1,OTHER,https://insider.in/dropping-centre-in-indore-dec11-2021/event,des
1724,ANTTERS DIWALI UTSAV,indore,"Infiniti Hotel and Spa, Indore",Free,EXHIBITION,https://insider.in/deco-dreams-oct13-2022/event,des
1725,QISSE EK BAZAAR KE - Storytelling By Parag Dubey,indore,"UTC Uptown Cookhouse, Bhopal",299,STORYTELLING,https://insider.in/qisse-ek-bazaar-ke-oct15-2022/event,des
1726,Karunesh Talwar - Adrak Ka Swaad | Bhopal,indore,"Hotel La Pearl, Bhopal",499,COMEDY,https://insider.in/karunesh-talwar-adrak-ka-swaad-bhopal-nov13-2022/event,des
1727,JMF New Year Party 2022 - 2023 In Indore | NYE 2023,indore,"Venue to be announced, Indore",999 onwards,NYE PARTIES,https://insider.in/jmf-new-year-party-2022-2023-in-indore-dec31-2022/event,des
1728,JALSA 2023 NEW YEAR PARTY | NYE 2023,indore,"Grand Omni, Indore",599 onwards,NYE PARTIES,https://insider.in/jalsa-2023-new-year-party-nye-2023/event,des
1729,TMT - Travel The Way You Feel Anywhere In India. Host Your Own Fully Custo...,indore,"Venue to be announced, Indore",Free,TOUR,https://insider.in/tmt-travel-the-way-you-feel-anywhere-in-india-host-your-own-fully-customized-best-tour-package-with-your-virtual-tour-guide-thrillmyguide--dec31-2022/event,des
1730,Ritviz – ‘Mimmi’ Album Launch Tour,jabalpur,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
1731,Pankhida Garba Jabalpur 2022 | Navratri 2022,jabalpur,"Hotel Jabali Palace, Jabalpur",1199,NAVRATRI,https://insider.in/pankhida-garba-jabalpur-2022-navratri-2022/event,des
1732,DGTL | Mumbai,jabalpur,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
1733,DGTL | New Delhi,jabalpur,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
1734,SACRED SPIRIT FESTIVAL,jabalpur,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
1735,"Arijit Singh - One Night Only Tour, Delhi 2022",jaipur,"JLN Stadium Gate No. 2, Delhi",2500 onwards,MUSIC,https://insider.in/arijit-singh-one-night-only-tour-2022-delhi-dec3-2022/event,des
1736,Ritviz – ‘Mimmi’ Album Launch Tour,jaipur,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
1737,Real Kabaddi League Season 2 Matches,jaipur,"Zee Studios, Jaipur",Free,OTHER,https://insider.in/real-kabaddi-league-season-2-matches-sep22-2022/event,des
1738,Dandiya Maharaas 2022 | Navratri 2022,jaipur,"Janki Paradise Marriage Garden, Jaipur",100 onwards,NAVRATRI,https://insider.in/dandiya-maharaas-2022-navratri-2022/event,des
1739,DGTL | Mumbai,jaipur,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
1740,Honey Singh Live In Concert,jaipur,"Venue to be announced, Jaipur, Jaipur",499 Onwards,MUSIC,https://insider.in/honey-singh-live-in-concert-nov5-2022/event,des
1741,IMF DANDIYA CARNIVAL | Navratri 2022,jaipur,"Hotel Royal Akshayam, Jaipur",200 onwards,NAVRATRI,https://insider.in/imf-dandiya-carnival-navratri-2022/event,des
1742,DGTL | New Delhi,jaipur,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
1743,"GARBA RAAS SEASON 3 October 8th & 9th, at LBS College, Samudayik Kendra, ...",jaipur,"Samudayik Kendra, Jaipur",150 onwards,NAVRATRI,https://insider.in/garba-raas-season-3-at-lbs-college-samudhaik-kender-89oct-navratri-2022/event,des
1744,Supermoon ft. B Praak – King of Hearts Tour - Jaipur,jaipur,"Zee Studios, Jaipur",799 Onwards,MUSIC,https://insider.in/supermoon-ft-b-praak-king-of-hearts-tour-jaipur-october16-2022/event,des
1745,SACRED SPIRIT FESTIVAL,jaipur,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
1746,Ayyee Hallooo..!! 2.0 | Navratri 2022,jaipur,"The Dream House Resort, Jaipur",200 onwards,NAVRATRI,https://insider.in/ayyee-halloo-navratri-2022/event,des
1747,Rajasthan Cultural Marathon 2022,jaipur,"National Handloom and Juice Corner, Jaipur",Free,MARATHON,https://insider.in/rajasthan-cultural-marathon-2022-oct9-2022/event,des
1748,The Pink Falcon - Go Karting,jaipur,"The Pink Falcon - Karting & Koffee, Jaipur",499 onwards,ADVENTURE,https://insider.in/the-pink-falcon-go-karting-aug4-2022/event,des
1749,Jashn | Navratri 2022,jaipur,"Swarn Mahal, Jaipur",499 onwards,NAVRATRI,https://insider.in/jashn-navratri-2022/event,des
1750,Real Kabaddi Season 2 Closing Ceremony,jaipur,"Zee Studios, Jaipur",10,OTHER,https://insider.in/real-kabaddi-season-2-closing-ceremony-sep30-2022/event,des
1751,Dandiya Night at Sukhad Garden | Navratri 2022,jaipur,"Sukhad Garden, Jaipur",200 onwards,NAVRATRI,https://insider.in/dandiya-night-at-sukhad-garden-navratri-2022/event,des
1752,Bollywood dandiya night | Navratri 2022,jaipur,"Hotel Clarks Amer, Jaipur, Jaipur",499,NAVRATRI,https://insider.in/bollywood-dandiya-night-navratri-2022/event,des
1753,HILLTOP NIGHT | FIRST TIME IN PINK CITY,jaipur,"The Kalwar Bagh, Jaipur",799,MUSIC,https://insider.in/hilltop-night-first-time-in-pink-city-oct8-2022/event,des
1754,Ranthambhore Music & Wildlife Festival 2022,jaipur,"Nahargarh Ranthambhore, Jaipur",2500 onwards,MUSIC,https://insider.in/ranthambhore-music-wildlife-festival-2022-nov11-2022/event,des
1755,Ranthambore National Park Safari by TripAdvisor Tour,jaipur,"Ranthambore National Park, Jaipur",3300,SAFARI,https://insider.in/ranthambore-national-park-safari-by-tripadvisor-tour-jun28-2022/event,des
1756,Go Karting Adventure in Jaipur - September & October Edition,jaipur,"The Pink Falcon - Karting & Koffee, Jaipur",1149 onwards,ADVENTURE,https://insider.in/go-karting-adventure-in-jaipur-september-october-edition-sep14-2022/event,des
1757,Jaipur Heritage Walking Tour,jaipur,"Golcha Cinema, Jaipur",1500,TOUR,https://insider.in/jaipur-heritage-walking-tour-sep14-2022/event,des
1758,Jaipur City Tour by TripAdvisor Tour,jaipur,"Venue to be announced, Jaipur",9000,TOUR,https://insider.in/jaipur-city-tour-by-tripadvisor-tour-sep14-2022/event,des
1759,Jaipur Street Food Walking Tour by TripAdvisor Tour,jaipur,"Golcha Cinema, Jaipur",2000,"WALK, FOOD & MORE",https://insider.in/jaipur-street-food-walking-tour-by-tripadvisor-tour-sep14-2022/event,des
1760,Pink City Tuk Tuk Tour by TripAdvisor Tour,jaipur,"Jawahar Circle, Jaipur",2500,TOUR,https://insider.in/pink-city-tuk-tuk-tour-by-tripadvisor-tour-sep14-2022/event,des
1761,Unlimited Beer & Barbeque Starters,jaipur,"Ten Twisters (Barbeque Restaurant), Jaipur",2199,FOOD AND DRINK,https://insider.in/unlimited-beer-barbeque-starters-sep22-2022/event,des
1762,Mic Testing,jaipur,"Jaipur Comedy Club, Jaipur",249,COMEDY,https://insider.in/mic-testing-aug26-2022/event,des
1763,Late Night Comedy,jaipur,"Jaipur Comedy Club, Jaipur",99 onwards,COMEDY,https://insider.in/late-night-comedy-jul29-2022/event,des
1764,Tuesday Comedy Night,jaipur,"Jaipur Comedy Club, Jaipur",99 onwards,COMEDY,https://insider.in/tuesday-comedy-night-sep6-2022/event,des
1765,Witty Wednesday,jaipur,"Jaipur Comedy Club, Jaipur",99 onwards,COMEDY,https://insider.in/witty-wednesday-apr13-2022/event,des
1766,Bollywood Quiz,jaipur,"Jaipur Comedy Club, Jaipur",99,COMEDY,https://insider.in/bollywood-quiz-aug19-2022/event,des
1767,LinkedIn Local Jaipur 4.0,jaipur,"Prabha Bhawan, Jaipur",230,CONFERENCE,https://insider.in/linkedin-local-jaipur-40-oct2-2022/event,des
1768,Connect with your inner self retreat,jaipur,"Falafel House, Jaipur",14400 onwards,YOGA,https://insider.in/connect-with-your-inner-self-retreat-oct14-2022/event,des
1769,SteppinOut Night Market - The Festive Edit | Jaipur,jaipur,"Hotel Clarks Amer, Jaipur, Jaipur",99 onwards,SHOPPING,https://insider.in/steppinout-night-market-the-festive-edit-jaipur-oct8-2022/event,des
1770,Detour Quest,jaipur,"Venue to be announced, Jaipur",1999 onwards,ADVENTURE,https://insider.in/detour-quest-nov13-2022/event,des
1771,Dunes Techno Assembly Jaipur Edition 3.0,jaipur,"Venue to be announced, Jaipur",899 onwards,DANCE,https://insider.in/dunes-techno-assembly-jaipur-edition-30-oct8-2022/event,des
1772,Asiad Circus,jaisalmer,"Asiad Circus, Udaipur",100-300,COMEDY,https://insider.in/asiad-circus-sep19-2022/event,des
1773,Ritviz – ‘Mimmi’ Album Launch Tour,jaisalmer,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
1774,DGTL | Mumbai,jaisalmer,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
1775,DGTL | New Delhi,jaisalmer,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
1776,SACRED SPIRIT FESTIVAL,jaisalmer,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
1777,PARADISE GARBA MAHOTSAV 2022 | Navratri 2022,jaisalmer,"Sai Greens, Udaipur",250 onwards,NAVRATRI,https://insider.in/paradise-garba-mahotsav-2022-navratri-2022/event,des
1778,FUSION GARBA | Navratri 2022,jaisalmer,"Spectrum Resort Spa & Convention, Udaipur",1199,NAVRATRI,https://insider.in/fusion-garba-navratri-2022/event,des
1779,Sleep under the stars in the Thar Desert by TripAdvisor Tour,jaisalmer,"Venue to be announced, Jaisalmer",6500,CAMPING,https://insider.in/sleep-under-the-stars-in-the-thar-desert-by-tripadvisor-tour-sep14-2022/event,des
1780,Dinner on the Dunes by TripAdvisor Tour,jaisalmer,"Venue to be announced, Jaisalmer",6000,DINNER,https://insider.in/dinner-on-the-dunes-by-tripadvisor-tour-sep14-2022/event,des
1781,Jaisalmer Jeep Safari by TripAdvisor Tour,jaisalmer,"Sam sand dunes Jaisalmer, Jaisalmer",1500,ADVENTURE,https://insider.in/jaisalmer-jeep-safari-by-tripadvisor-tour-sep14-2022/event,des
1782,Ritviz – ‘Mimmi’ Album Launch Tour,jalandhar,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
1783,DGTL | Mumbai,jalandhar,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
1784,DGTL | New Delhi,jalandhar,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
1785,SACRED SPIRIT FESTIVAL,jalandhar,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
1786,Dropping Centre in Jalandhar,jalandhar,"Venue to be announced, Jalandhar",1,OTHER,https://insider.in/dropping-centre-in-jalandhar-dec11-2021/event,des
1787,Lucky Ali Live in Concert I Kolkata,jamshedpur,"JW Marriott Hotel, Kolkata",1000 Onwards,MUSIC,https://insider.in/lucky-ali--kolkata/event,des
1788,Durga Pujor Passport 2022 I Forum For Durgotsab | Durga Puja 2022,jamshedpur,"Multiple Locations, Kolkata",499,DURGA PUJA,https://insider.in/durga-pujor-passport-2022-i-forum-for-durgotsab-durga-puja-2022/event,des
1789,Hero Indian Super League 2022-23: Jamshedpur FC Season Ticket for Home Mat...,jamshedpur,"JRD Tata Sports Complex, Jamshedpur, Jamshedpur",1200 - 25000,FOOTBALL,https://insider.in/hero-indian-super-league-2022-23-jamshedpur-fc-season-ticket-for-home-matches/event,des
1790,Ritviz – ‘Mimmi’ Album Launch Tour,jamshedpur,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
1791,Hero Indian Super League 2022-23: Jamshedpur FC First 3 Home Matches Combo...,jamshedpur,"JRD Tata Sports Complex, Jamshedpur, Jamshedpur",400 - 8000,FOOTBALL,https://insider.in/hero-indian-super-league-2022-23-jamshedpur-fc-first-3-home-matches-combo-ticket/event,des
1792,Raas Dandiya Utsav 2022 I Kolkata | Navratri 2022,jamshedpur,"श्री Saawariya Banquet, Kolkata",600,NAVRATRI,https://insider.in/raas-dandiya-utsav-2022-i-kolkata-navratri-2022/event,des
1793,Puja Celebration at GOLD (JW MARRIOTT KOLKATA) | Durga Puja 2022,jamshedpur,"Gold - JW Marriott Hotel Kolkata, Kolkata",699 onwards,DURGA PUJA,https://insider.in/puja-celebration-at-gold-jw-marriott-kolkata-durga-puja-2022/event,des
1794,Taaza Dandiya 2022 | Navratri 2022,jamshedpur,"Netaji Indoor Stadium, Kolkata",700 onwards,NAVRATRI,https://insider.in/taaza-dandiya-2022-navratri-2022/event,des
1795,DGTL | Mumbai,jamshedpur,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
1796,DGTL | New Delhi,jamshedpur,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
1797,Raas Rasiya Dandiya Mahautsav | Navratri 2022,jamshedpur,"Holiday Inn Kolkata Airport, Kolkata",399 onwards,NAVRATRI,https://insider.in/raas-rasiya-dandiya-mahautsav-navratri-2022/event,des
1798,Hero Indian Super League 2022-23: Jamshedpur FC First 5 Home Matches Combo...,jamshedpur,"JRD Tata Sports Complex, Jamshedpur, Jamshedpur",600 - 13000,FOOTBALL,https://insider.in/hero-indian-super-league-2022-23-jamshedpur-fc-first-5-home-matches-combo-ticket/event,des
1799,REALITY X OFFLINE PRESENT BLOT,jamshedpur,"Reality, Kolkata",0 onwards,MUSIC,https://insider.in/reality-x-offline-present-blot-sep30-2022/event,des
1800,Sign up for updates on Jamshedpur FC Home Matches - Hero Indian Super Leag...,jamshedpur,"JRD Tata Sports Complex, Jamshedpur, Jamshedpur",Free,FOOTBALL,https://insider.in/sign-up-for-updates-on-jamshedpur-fc-home-matches-hero-indian-super-league-2022-23/event,des
1801,Calcutta Youth Meet | Chapter 6,jamshedpur,"Gyan Mancho Kolkata, Kolkata",99,ART & MUSIC,https://insider.in/calcutta-youth-meet-chapter-6-sep26-2022/event,des
1802,LENIN CRUISES DINNER WITH SAIL | Durga Puja 2022,jamshedpur,"Babughat, Kolkata",0 onwards,DURGA PUJA,https://insider.in/lenin-cruises-dinner-with-sail-durga-puja-2022/event,des
1803,Jalsa-3 I Dholira I Rangilo Dandiya | Navratri 2022,jamshedpur,"HOTEL O2 VIP, Kolkata",599 onwards,NAVRATRI,https://insider.in/jalsa3-i-dholira-i-rangilo-dandiya-navratri-2022/event,des
1804,OFFLINE & M BAR PRESENT NIKHIL CHINAPA | Durga Puja 2022,jamshedpur,"M Bar And Kitchen, Kolkata",499 onwards,DURGA PUJA,https://insider.in/offline-m-bar-present-nikhil-chinapa-durga-puja-2022/event,des
1805,TRAVEL AMIGO BONEDI BARIR PUJA PARIKRAMA | Durga Puja 2022,jamshedpur,"Multiple Locations, Kolkata",2650 onwards,DURGA PUJA,https://insider.in/travel-amigo-bonedi-barir-puja-parikrama-durga-puja-2022/event,des
1806,MaMoGi,jamshedpur,"Skinny Mo's Jazz Club, Kolkata",900 onwards,OTHER,https://insider.in/mamogi-sep25-2022/event,des
1807,The Pine Tree Music Festival,jamshedpur,"Rohini Lake and Garden, Darjeeling",1299 onwards,FESTIVAL,https://insider.in/the-pine-tree-music-festival-oct15-2022/event,des
1808,Supermoon ft. B Praak – King of Hearts Tour - Kolkata,jamshedpur,"Nicco Park, Kolkata",799 onwards,MUSIC,https://insider.in/supermoon-ft-b-praak-king-of-hearts-tour-kolkata-nov6-2022/event,des
